контекст,snippet_x,snippet_y,category_id,маркер
"##### Несмотря на заявления обеих сторон о своей готовности к проведению диалога, их цели расходятся: эмигранты утвеождают, что переговоры должны быть основаны на их предложениях автономии, в то время как Китай заявляет, что обсуждение будет посвящено исключительно «личному статусу» Далай ламы – и его местожительству в Бейджине в случае его возвращения в Китай.","##### Несмотря на заявления обеих сторон о своей готовности к проведению диалога,","их цели расходятся: эмигранты утвеождают, что переговоры должны быть основаны на их предложениях автономии, в то время как Китай заявляет, что обсуждение будет посвящено исключительно «личному статусу» Далай ламы – и его местожительству в Бейджине в случае его возвращения в Китай.",Contrast,несмотря на X
"Примитивные спарринговые матчи продолжаются, с недавним описанием Далай Ламой жизни тибетцев под правлением Китая как «ада на земле». Весьма вероятно, что он ссылался на жизнь в период правления Мао, а не на настоящее время, однако его замечания дали Китаю повод для дальнейших атак через средства массовой информации и накала политических страстей.","Весьма вероятно, что он ссылался на жизнь в период правления Мао, а не на настоящее время,",однако его замечания дали Китаю повод для дальнейших атак через средства массовой информации и накала политических страстей.,Contrast,однако
"Весьма вероятно, что он ссылался на жизнь в период правления Мао, а не на настоящее время, однако его замечания дали Китаю повод для дальнейших атак через средства массовой информации и накала политических страстей. ##### Западные правительства обвинялись во вмешательстве, однако вряд ли какое-либо из них захочет портить отношения с Китаем, особенно в период экономического кризиса. В октябре прошлого года Дейвид Милибенд, министр иностранных дел Британии,","##### Западные правительства обвинялись во вмешательстве,","однако вряд ли какое-либо из них захочет портить отношения с Китаем, особенно в период экономического кризиса.",Contrast,однако
"Западные обозреватели могут согласиться с утверждениями эмигрантов о том, что их предложения в пользу автономии не являются безоговорочными требованиями и подлежат обсуждению, вместо того, чтобы отвергать их ещё до начала переговоров. #####","что их предложения в пользу автономии не являются безоговорочными требованиями и подлежат обсуждению,","вместо того, чтобы отвергать их ещё до начала переговоров.",Contrast,вместо X
"Как хорошо известно любому, кто недавно работал в Тибете, это утверждение не является правдивым: начиная по крайней мере с 1996 года, всем тибетцам, работающим на правительство и всем студентам в Тибете было запрещено практиковать обряды буддизма, несмотря на то, что китайские законы не позволяют препятствовать практике обрядов официальной религии. #####","начиная по крайней мере с 1996 года, всем тибетцам, работающим на правительство и всем студентам в Тибете было запрещено практиковать обряды буддизма,","несмотря на то, что китайские законы не позволяют препятствовать практике обрядов официальной религии.",Contrast,несмотря на X
"##### БРЮССЕЛЬ – В этом году проводится огромное количество саммитов, однако Всемирный саммит по продовольственной безопасности имеет право на то, чтобы на него обратили особое внимание. Эта встреча,","В этом году проводится огромное количество саммитов,","однако Всемирный саммит по продовольственной безопасности имеет право на то, чтобы на него обратили особое внимание.",Contrast,однако
"для этой цели 20 миллиардов долларов. Это серьезное обязательство, но его может оказаться недостаточно – необходимо сделать намного больше для того, чтобы увеличить сельскохозяйственное производство, освободить торговый потенциал для решения проблемы продовольственной нестабильности, а также бороться с усиливающимся влиянием изменения климата на сельское хозяйство.","Это серьезное обязательство,","но его может оказаться недостаточно – необходимо сделать намного больше для того, чтобы увеличить сельскохозяйственное производство, освободить торговый потенциал для решения проблемы продовольственной нестабильности, а также бороться с усиливающимся влиянием изменения климата на сельское хозяйство.",Contrast,но
"##### Установление потенциальных механизмов, лежащих в основе связи между приёмом парацетамола и возникновением астмы (и других аллергических расстройств), не входило в задачи данного исследования. Но другие исследователи выдвинули предположения о вероятных механизмах, связанных, в первую очередь, с отрицательным воздействием парацетамола на способность организма противостоять воздействию оксидантов и с его потенциальным провоцированием аллергических иммунных реакций. ##### Авторы подчёркивают,","##### Установление потенциальных механизмов, лежащих в основе связи между приёмом парацетамола и возникновением астмы (и других аллергических расстройств), не входило в задачи данного исследования.","Но другие исследователи выдвинули предположения о вероятных механизмах, связанных, в первую очередь, с отрицательным воздействием парацетамола на способность организма противостоять воздействию оксидантов и с его потенциальным провоцированием аллергических иммунных реакций.",Contrast,но
"Однако эти усилия не предусмотрели фундаментальных различий между контролируемыми компаниями, у которых есть контролирующий акционер, и фирмами, в собственности которых участвуют многие, у которых нет такого контролера. В то время как фирмы общественной собственности доминируют на рынках капитала в США и Великобритании, контролируемые компании доминируют в большинстве других стран. #####","В то время как фирмы общественной собственности доминируют на рынках капитала в США и Великобритании,",контролируемые компании доминируют в большинстве других стран.,Contrast,в то время как
"##### Фирмы общественной собственности и контролируемые компании значительно отличаются проблемами управления, которые стоят перед их инвесторами. В фирмах общественной собственности вопросы возникают в отношении оппортунизма менеджеров, которые де-факто выполняют контролирующие функции; в контролируемых фирмах вопросы возникают в отношении оппортунизма владельца акций за счет миноритарных акционеров. #####","В фирмах общественной собственности вопросы возникают в отношении оппортунизма менеджеров, которые де-факто выполняют контролирующие функции;",в контролируемых фирмах вопросы возникают в отношении оппортунизма владельца акций за счет миноритарных акционеров.,Contrast,no marker
"##### Эти мероприятия действительно важны для инвесторов в фирмах общественной собственности. Когда у компании есть контролирующий акционер, тем не менее, контролирующие прения невозможны, и, таким образом, мероприятия, управляющие такими прениями, являются неуместными.",##### Эти мероприятия действительно важны для инвесторов в фирмах общественной собственности.,"Когда у компании есть контролирующий акционер, тем не менее, контролирующие прения невозможны, и, таким образом, мероприятия, управляющие такими прениями, являются неуместными.",Contrast,тем не менее
"Подобным образом, мероприятия, которые делают совет директоров более зависимым от пожеланий большинства акционеров, такие как облегчение замены акционерами директоров, могут послужить интересам инвесторов в фирмах общественной собственности, однако являются непродуктивными для инвесторов в контролируемых фирмах.","могут послужить интересам инвесторов в фирмах общественной собственности,",однако являются непродуктивными для инвесторов в контролируемых фирмах.,Contrast,однако
"##### Идея создания единых мировых критериев для оценки управления акционерных компаний открытого типа, несомненно, привлекательна. Как инвесторы, так и компании открытого типа работают во все более интегрируемом глобальном рынке капитала. Однако поиск единых глобальных стандартов управления проходит в неправильном направлении. #####","Идея создания единых мировых критериев для оценки управления акционерных компаний открытого типа, несомненно, привлекательна. Как инвесторы, так и компании открытого типа работают во все более интегрируемом глобальном рынке капитала.",Однако поиск единых глобальных стандартов управления проходит в неправильном направлении.,Contrast,однако
"Большинство из них соглашается, что бесточечные домены могут привести к таким проблемам, как недоступность почтовых SMTP-серверов. В то же время, на форумах ICANN появилось много призывов не создавать «ненужные запреты». ##### В 2012 году компания Google подала 100 заявок на доменные зоны первого уровня, среди которых такие адреса как .google, .gmail, .youtube, .android, а также .lol, .wow, .love и другие.","Большинство из них соглашается, что бесточечные домены могут привести к таким проблемам, как недоступность почтовых SMTP-серверов.","В то же время, на форумах ICANN появилось много призывов не создавать «ненужные запреты».",Contrast,в то же время
"Google подчеркнул, что не собирается использовать домен только для своих нужд. Напротив, компания пообещала перенаправлять запросы с него на поисковые сервисы по выбору пользователя. О реакции представителей ICANN на публикацию письма и его содержание пока неизвестно. #####","Google подчеркнул, что не собирается использовать домен только для своих нужд.","Напротив, компания пообещала перенаправлять запросы с него на поисковые сервисы по выбору пользователя.",Contrast,напротив
"Один из дилеров на рынке строительных материалов, например, в доверительной беседе, говоря об объеме продаваемого товара у других дилеров, называл цифры заниженные в разы, при этом еще давал неверную информацию по логистике. Одновременно, другой дилер, на том же рынке, говоря о тех же объемах продаж давал прямо противоположную информацию. При этом один и другой искренне верили в правильность сведений, которыми располагали. Читатель скажет,","Один из дилеров на рынке строительных материалов, например, в доверительной беседе, говоря об объеме продаваемого товара у других дилеров, называл цифры заниженные в разы, при этом еще давал неверную информацию по логистике.","Одновременно, другой дилер, на том же рынке, говоря о тех же объемах продаж давал прямо противоположную информацию.",Contrast,одновременно
"рыночные барьеры входа растут, конкурентная борьба усиливается, а прибыль уже не может составлять 300-1000 % в год, хотя кое-где еще и сохраняется. ##### Четвертая причина - это причина, которую я бы назвала ""молодостью управления"",","а прибыль уже не может составлять 300-1000 % в год,",хотя кое-где еще и сохраняется.,Contrast,хотя
"В России бизнес на протяжении многих лет поставлен в экстремальные условия и всем собственникам бизнеса приходится в них работать. Поэтому не удивительно, что за прошедшие годы реформ и наших тренировок выживания в этих условиях, в бизнесе сформировались свои, российские, принципы управления. Но время идет, а способы решения проблем остаются на уровне середины 90-х годов: все хочется верить в то, что достаточно собрать акционеров, заслушать управляющих менеджеров и принять решение по очередной проблеме. Рынок же, кроме внутренней проработки проблем требует сил и средств для разведки, сбора и обработки многочисленных источников внешней информации. #####","В России бизнес на протяжении многих лет поставлен в экстремальные условия и всем собственникам бизнеса приходится в них работать. Поэтому не удивительно, что за прошедшие годы реформ и наших тренировок выживания в этих условиях, в бизнесе сформировались свои, российские, принципы управления. Но время идет, а способы решения проблем остаются на уровне середины 90-х годов: все хочется верить в то, что достаточно собрать акционеров, заслушать управляющих менеджеров и принять решение по очередной проблеме.","Рынок же, кроме внутренней проработки проблем требует сил и средств для разведки, сбора и обработки многочисленных источников внешней информации.",Contrast,же
"а именно через год запускать надо? На такие рассуждения и обоснование идеи бизнесмен уже не хочет тратить время. Риск, конечно, дело хорошее, куда без него. Но риск риску рознь. Хорошая идея должна не только ""родиться"", но и ""стать на ноги"", чтобы сразу ""делать уверенные шаги"", а на это необходимо время.","Риск, конечно, дело хорошее, куда без него.","Но риск риску рознь. Хорошая идея должна не только ""родиться"", но и ""стать на ноги"", чтобы сразу ""делать уверенные шаги"", а на это необходимо время.",Contrast,но
Тогда это было экзотикой - на российском авторынке признавались только доллары. Но со временем такой подход полностью себя оправдал. Сейчас по тому же пути готовится пойти Ford: руководство российского филиала уже рассматривает подобную схему.,Тогда это было экзотикой - на российском авторынке признавались только доллары.,Но со временем такой подход полностью себя оправдал.,Contrast,но
"Сейчас по тому же пути готовится пойти Ford: руководство российского филиала уже рассматривает подобную схему. В Renault пока размышляют, но тарифы на услуги сервиса уже зафиксировали в евро.","В Renault пока размышляют,",но тарифы на услуги сервиса уже зафиксировали в евро.,Contrast,но
"Тот же концерн BMW реализует в России несколько тысяч машин в год, тогда как на рынке Северной Америки счет продаж идет на сотни тысяч. Естественно, в условиях роста евро цены на баварские автомобили в США, по логике, тоже должны были бы пойти вверх, но этого не происходит. Дело в том, что крупные производители через банки страхуют риски от скачков валютного курса.","Естественно, в условиях роста евро цены на баварские автомобили в США, по логике, тоже должны были бы пойти вверх,",но этого не происходит.,Contrast,но
"а другая германская компания, Porsche, - аж до 2007 года. Подобной предусмотрительности Porsche научил горький опыт прежних лет. Если в 1985 году за один доллар давали 4 марки, то к 1993-му курс германской национальной валюты вырос до 1,35 марки. Porsche,","Если в 1985 году за один доллар давали 4 марки,","то к 1993-му курс германской национальной валюты вырос до 1,35 марки.",Contrast,если ... то
"""Цены на мебель в наших салонах установлены в рублях - так положено по российскому законодательству, но все наши внутренние расчеты мы вот уже полгода ведем исключительно в евро. Мы перешли на эту валюту после того, как ее курс стал сильно расти","""Цены на мебель в наших салонах установлены в рублях - так положено по российскому законодательству,",но все наши внутренние расчеты мы вот уже полгода ведем исключительно в евро.,Contrast,но
"Это подтверждается и данными о движении капитала. Согласно информации Deutsche Bank, за 2002 год в европейские гособлигации инвесторы вложили 52 миллиарда евро, тогда как в 2001-м ситуация была прямо противоположной: тогда из Европы в основном за океан перекочевало 84 миллиарда.","за 2002 год в европейские гособлигации инвесторы вложили 52 миллиарда евро,",тогда как в 2001-м ситуация была прямо противоположной: тогда из Европы в основном за океан перекочевало 84 миллиарда.,Contrast,тогда как
"Действительно, первый замглавы ЦБ Олег Вьюгин на днях поделился именно такими планами, правда, по его словам, золотовалютные резервы будут прирастать не евро единым - в них должна увеличиться доля золота (оно в последнее время устойчиво дорожает) и английских фунтов стерлингов.","Действительно, первый замглавы ЦБ Олег Вьюгин на днях поделился именно такими планами,","правда, по его словам, золотовалютные резервы будут прирастать не евро единым - в них должна увеличиться доля золота (оно в последнее время устойчиво дорожает) и английских фунтов стерлингов.",Contrast,правда
"Столько же в среднем банки платят по рублевым депозитам. Иными словами, хранить сбережения в национальной валюте стало невыгодно - от инфляции эта схема спасает, но заработать не дает. Клиенты банков это прекрасно понимают:","- от инфляции эта схема спасает,",но заработать не дает.,Contrast,но
"Клиенты банков это прекрасно понимают: например, в Банке Москвы ""Итогам"" сообщили, что доля рублевых вкладов граждан неуклонно снижается, а валютные депозиты, наоборот, растут. Вице-президент инвестиционной компании ""Тройка Диалог"" Евгений Гавриленков вообще исключил рубль из своего ""инвестиционного валютного портфеля""","что доля рублевых вкладов граждан неуклонно снижается,","а валютные депозиты, наоборот, растут.",Contrast,а
"Уволиться согласились также заместители губернатора Ровенской области Василия Берташа сам он в настоящее время находится в отпуске) Заявление об отставке под давлением оппозиции написал и львовский губернатор Олег Сало, однако позднее он назвал это заявление недействительным. #####","Заявление об отставке под давлением оппозиции написал и львовский губернатор Олег Сало,",однако позднее он назвал это заявление недействительным.,Contrast,однако
"Сообщается, что они направились на пятый этаж, где находится кабинет губернатора Василия Чуднова. Однако на рабочем месте чиновника не было. По сведениям местного издания Firtka, в кабинете была включена прямая трансляция с митинга, проходящего на улице.","Сообщается, что они направились на пятый этаж, где находится кабинет губернатора Василия Чуднова.",Однако на рабочем месте чиновника не было.,Contrast,однако
"и турникет не работал. ##### Точной информации о погибших и пострадавших полицейских и учителе пока нет. Некоторые источники сообщают о двух раненых полицейских, другие источники — об убитом полицейском, его раненом коллеге и раненом учителе.","Некоторые источники сообщают о двух раненых полицейских,","другие источники — об убитом полицейском, его раненом коллеге и раненом учителе.",Contrast,no marker
"Власти на этом фоне пытаются вести переговоры с оппозицией, они пошли на определенные уступки в частности, было отправлено в отставку правительство) но добиться прекращения противостояния не смогли.","они пошли на определенные уступки в частности, было отправлено в отставку правительство)",но добиться прекращения противостояния не смогли.,Contrast,но
"##### При постройке ступенчатая пирамида в Эдфу была высотой 13 метров, однако за тысячелетия частично разрушилась. Теперь ее высота не превышает пяти метров. Она является одной из семи известных «провинциальных» пирамид,","##### При постройке ступенчатая пирамида в Эдфу была высотой 13 метров,",однако за тысячелетия частично разрушилась.,Contrast,однако
"или при фараоне Снефру (2610-2590 годы до нашей эры). О существовании пирамиды в Эдфу было известно давно, однако работы по ее раскопке были начаты только в 2010 году. ##### Перед началом раскопок пирамида в Эдфу была покрыта толстым слоем песка, мусора и обломков ее же блоков,","О существовании пирамиды в Эдфу было известно давно,",однако работы по ее раскопке были начаты только в 2010 году.,Contrast,однако
"что в стране якобы пройдут досрочные выборы, а также предложили приступить к созданию «народных органов власти». Часть протестующих пыталась пройти к правительственному кварталу, но была остановлена милицейскими кордонами. Начались столкновения,","Часть протестующих пыталась пройти к правительственному кварталу,",но была остановлена милицейскими кордонами.,Contrast,но
"##### Юристы долгое время спорили, квалифицировать дело по 109-й статье или по более тяжкой четвертой части 111-й статьи (причинение тяжкого вреда здоровью, повлекшего смерть потерпевшего) Обычно в аналогичных случаях применяется 109-я статья, однако некоторые эксперты утверждали, что как спортсмен Мирзаев обязан был предвидеть последствия своих действий.","Обычно в аналогичных случаях применяется 109-я статья,","однако некоторые эксперты утверждали, что как спортсмен Мирзаев обязан был предвидеть последствия своих действий.",Contrast,однако
"Поводом для перевода зонда в «спячку» стала недостаточная для работы приборов мощность аккумуляторов. В сентябре 2012 года «Розетта» достигла орбиты Юпитера, однако этой планеты зонд не «увидел». #####","В сентябре 2012 года «Розетта» достигла орбиты Юпитера,",однако этой планеты зонд не «увидел».,Contrast,однако
"и скачивать с его помощью музыку» заявил Дотком. По его словам, Baboom станет своего рода «сочетанием iTunes и сервиса Spotify», однако будет использовать более справедливую модель распределения прибыли между музыкантами и правообладателями. ##### Ранее проживающий в Новой Зеландии Ким Дотком намеревался объявить","По его словам, Baboom станет своего рода «сочетанием iTunes и сервиса Spotify»,",однако будет использовать более справедливую модель распределения прибыли между музыкантами и правообладателями.,Contrast,однако
"По словам Карпина, поездка в Мюнхен оказалась для него очень полезной. ##### Карпин сказал, что в тактике «Спартака» и «Баварии» есть сходства, однако его подход не во всем совпадает с подходом Гвардиолы. Так, по словам наставника «Спартака», тренер «Баварии» хочет добиться того,","что в тактике «Спартака» и «Баварии» есть сходства,",однако его подход не во всем совпадает с подходом Гвардиолы.,Contrast,однако
"Так, по словам наставника «Спартака», тренер «Баварии» хочет добиться того, чтобы его игроки почти не использовали контратаки, а спартаковцы от контратак отказываться не собираются. Карпин также отметил, что у «Барселоны»,","Так, по словам наставника «Спартака», тренер «Баварии» хочет добиться того, чтобы его игроки почти не использовали контратаки,",а спартаковцы от контратак отказываться не собираются.,Contrast,а
"Карпин также отметил, что у «Барселоны», когда ее тренировал Гвардиола, «практически не было» позиционной обороны, и сейчас «Бавария» стремится к тому же. В игре «Спартака», по словам Карпина, позиционная оборона присутствует. ##### Также в интервью «Чемпионат.com» Карпин выразил уверенность, что «Спартак» под его руководством станет чемпионом России уже в сезоне-2013/14.","Карпин также отметил, что у «Барселоны», когда ее тренировал Гвардиола, «практически не было» позиционной обороны, и сейчас «Бавария» стремится к тому же.","В игре «Спартака», по словам Карпина, позиционная оборона присутствует.",Contrast,no marker
"##### Фармацевтические препараты - не безусловное благо. С одной стороны, они спасают людям жизнь, а с другой - нередко становятся причиной новых болезней. Между тем во многих случаях нет необходимости прибегать к сильнодействующим химическим веществам,","С одной стороны, они спасают людям жизнь,",а с другой - нередко становятся причиной новых болезней.,Contrast,с одной стороны... а с другой
"что он не имел даже фельдшерского образования. Для современной медицины важно не только и не столько то, когда зародились тот или иной метод или средство и как это все называть, а их суть и опыт применения (не только позитивный). ##### ФИТОТЕРАПИЯ СЕГОДНЯ.","не только и не столько то, когда зародились тот или иной метод или средство и как это все называть,",а их суть и опыт применения (не только позитивный).,Contrast,не только... а
"Причина проста: финансовый кризис Лишил его валютных резервов, а без них наш главный банк - лишь контора по производству инструкций. Получив закон, ЦБ приступил к массированной закупке валюты у экспортеров.","финансовый кризис Лишил его валютных резервов,",а без них наш главный банк - лишь контора по производству инструкций.,Contrast,а
"стало неуютно отгонять деньги за рубеж по-серому. Побаиваются власти. Хочется по-белому - культурно, прилично. Но даже это сделать будет нелегко. Поскольку на Западе под любыми предлогами препятствуют открытию таких счетов.","Хочется по-белому - культурно, прилично.",Но даже это сделать будет нелегко.,Contrast,но
"Но даже это сделать будет нелегко. Поскольку на Западе под любыми предлогами препятствуют открытию таких счетов. ""Съесть-то он съест, да кто ж ему даст""? Именно так.","""Съесть-то он съест,","да кто ж ему даст""?",Contrast,да
"которое до сих пор не вернуло ему более $6 млрд. ##### Казалось бы, чего еще желать. Но в экономике все имеет свою цену. Откупая валюту с рынка, ЦБ запускает в хозяйство дополнительные рубли.","##### Казалось бы, чего еще желать.",Но в экономике все имеет свою цену.,Contrast,но
"Откупая валюту с рынка, ЦБ запускает в хозяйство дополнительные рубли. Их количество зависит от потока экспортной выручки, прежде всего от объема нефтедолларов. А не от того, сколько денег нужно экономике. Так что возможен перебор.","Их количество зависит от потока экспортной выручки, прежде всего от объема нефтедолларов.","А не от того, сколько денег нужно экономике.",Contrast,а
"Если экспортер заработал валюту, то в принципе должен иметь возможность распорядиться ею по собственному усмотрению. А ему не дают. Наконец, обязательная продажа валютной выручки - норма все же экзотическая. Применяется разве что на пространствах СНГ.","Если экспортер заработал валюту, то в принципе должен иметь возможность распорядиться ею по собственному усмотрению.",А ему не дают.,Contrast,а
"расход побольше. Может быть, и тройную. Хотя правительство наотрез отказывается занимать у ЦБ для платежей по внешнему долгу, трудно сказать, как пойдут дела в будущем. Ну а если припрет?","Хотя правительство наотрез отказывается занимать у ЦБ для платежей по внешнему долгу,","трудно сказать, как пойдут дела в будущем.",Contrast,хотя
"В начале этого года Турция располагала резервами на уровне $20 млрд. Тоже рухнула вместе со своей лирой. Нынешние валютные резервы России, конечно, побольше. Но не намного. Что происходит,","Нынешние валютные резервы России, конечно, побольше.",Но не намного.,Contrast,но
